tanggal,suka,komentar
2024-04-18 10:55:56,0,Mantul...
2024-04-18 07:00:39,3,"Ini aplikasi ad CS aktif g ? Soalnya saya mau lepas kepemilikan kndaraan statusnya sudah berhasil setelah menunggu verifikasi dan hasilnya bukan milik saya lg, tp d verifikasi ulang bgaimana ini mmbingungkan mlh menunggu verifikasi lg 🤔, tlong info supaya clear selesai, trms"
2024-04-18 03:48:43,0,Aplikasi tidak masuk setelah penggunaan beberapa jam .
2024-04-18 02:46:04,5,"Aplikasinya sudah bagus, mudah dimengerti, hanya untuk servernya tolong diperbaiki dan ditingkatkan, soalnya saya gagal terus mau blokir kendaraan selalu muncul ( Server sibuk coba beberapa saat lagi)🤗"
2024-04-18 02:24:59,0,Mantap Jabar juara
2024-04-18 01:58:40,1,"Masih banyak kesalahan di dalam aplikasi, ayo pemerintah di tingkatkan lagi kinerjanya"
2024-04-18 00:23:29,0,Mantap apk sekarang
2024-04-16 13:28:18,0,Proses cepat dan lebih simpel untuk bayar pajak kendaraan bermotor nya .. sukses selalu
2024-04-16 06:12:20,2,"Bayar pajak motor kudu ke samsat"" juga buat pengesahan kenapa gk kaya kota"" lain aplikasi nya yg harus nya fleksibel mempermudah ini mah sama aja ujung"" nya kudu ke samsat buat pengesahan"
2024-04-16 06:03:08,1,"Sampurasun Tahun lalu bayar pajak melalui sapa warga, Tahun ini niat bayar pajak lagi melaui sapa warga, namintidak jadi, karena beda ketika di cek langsung melalui layanan situs bapenda jabar, di sapa warga kenapa pajaknya di hitung dua tahun, sementata di bapenda hanya satu tahun, aplikasi sambata dan sapa warga nya mesti di perbaiki kembali supaya lebih akurat. Hatur nuhun"
2024-04-16 02:54:42,0,"Benerin tuh fitur bayar pajak kendaraan, nggak muncul2 informasi pajak kendaraannya."
2024-04-16 01:28:04,0,Lebih bagus dari aplikasi sambara. ...
2024-04-16 00:46:51,1,Pembayaran via virtual akun nya cuma ada BNI aja?
2024-04-15 13:07:58,1,"Rumit lebih mudah samabara, coba ke indomart, alfamidi gak bisa semua, gak kaya sambara dulu"
2024-04-15 12:22:19,0,👍👍👍
2024-04-15 05:23:43,0,"Mau lepas kendaraan bermotor pak Mimin, nunggu verifikasi lama betul berapa jam sampai berapa hari ini.. komplain via wa balasannya tdk seperti yg kita inginkan Terimakasih"
2024-04-15 03:41:42,0,Lepas kepemilikan itu buat apa ya? Apa buat Blokir kepemilikan ya?
2024-04-15 03:11:04,0,"Untuk yg pake apk ini buat bayar pajak pengalamanku. Jadi setelah dapat kode bayar langsung bayarnya di E-samsat Toko pedia, Alhamdulillah aku berhasil bisa kok"
2024-04-14 21:13:59,0,Ok
2024-04-14 18:46:00,0,Ok
2024-04-14 10:25:15,0,Oke
2024-04-13 15:49:01,0,Mantap
2024-04-13 11:48:04,200,"Aplikasi tidak bisa berjalan lancar seperti SAMBARA. Selalu salah, pas isi NIK dan isi 5 angka terakhir nomor rangka setelah klik tombol selalu muncul *Data NIK tidak sesuai"". Tolong dibenahi segera Masalah sudah tertangani. Aplikasi berjalan dengan lancar. Terima Kasih"
2024-04-13 03:14:30,0,bgus
2024-04-12 19:33:23,0,Semoga bermanfaat untuk kita semua
2024-04-12 06:11:20,1,"Saya edit jd bintang 5, karna sambara sudah ada tahun dan tipenya"
2024-04-12 01:30:58,0,Mantap
2024-04-11 14:01:28,0,🙏🏽
2024-04-10 12:39:58,2,"Malah jadi tambah ribet/susah pake aplikasi ini,bagusan aplikasi SAMBARA mudah dan jelas.🤦😇🤦"
2024-04-09 16:18:16,2,"aplikasinya bagus, satu aplikasi dalam genggaman. cuman sayangnya pake fitur aduanwarga/ lapor, malah dialihkan ke SP4N. Terus fitur aduanwarga fungsinya apa kalo dari sisi pemprov tdk dapat intervensi ke institusi dibawahnya"
2024-04-09 05:35:18,1,"Cuman buat ngecekan aja gak bisa, di sambara udah gak bisa Pindah kesini sama aja, mau log in aja server erorr mulu Gimana mau mempermudah"
2024-04-09 01:30:42,4,"Aplikasi berjalan smooth, semua fungsi tidak ada error', sangat membantu, bangga menjadi warga Jabar, terimakasih yaa, tingkatkan lagi kinerjanya, salam dari kuningan"
2024-04-08 07:26:36,0,Tapi masih belum bisa mudah untuk dipahami
2024-04-07 23:46:52,1,"Tolong Beri kmdahan dlm Kepengurusan Pajak 5 Thn secara Online,,, Gpp Ada Ongkir POS juga, Kendaraan yg sdh BERNOMOR POLISI, Tanda Nya SAH secara Hukum Untk Berkeliaran kan?? jd Gak Usah GESEK ULANG PER 5th.. DGN Sistem ini, Mengurangi Calo dan Waktu yg Lebih Hemat... SEMOGA DIRealisasikan Oleh SAMSAT nya!!! ini Terobosan baru Loh.. Hayu Jabar pindah Ka Digitalisasi..."
2024-04-07 19:59:28,1,Kenapa sih gunta ganti terus..jujur aku lebih nyaman dengan aplikasi sambara dari pada aplikasi ini...
2024-04-07 19:24:39,1,"Kok jadi ampas gini, mau pajak susah, pemerintah nya bagaimana ini, kemunduran SDM apa?"
2024-04-07 18:03:40,0,Sangat membantu👍👍
2024-04-06 23:45:40,0,Bagus
2024-04-06 07:51:32,0,Developer tidak user frendly
2024-04-06 07:42:05,0,Tolong tambahkan keterangan tahun kendaran bermotor
2024-04-06 06:39:36,0,Setiap mau validasi data gagal terus
2024-04-06 03:47:21,1,Masih ada bug. Saat ini belum bisa untuk pembayaran pajak pnbp(stnk)
2024-04-06 02:27:30,0,Excellen aplikasi..
2024-04-06 00:30:13,4,Alhamdulillah sekarsng udah bintanf 5 .. karba reqwes saya sudah di respon dan sudah ada taun pembuatan .. ini sangat membantu terimakasih
2024-04-06 00:28:15,0,"praktis tapi lebih praktis lagi kalo bayar pajak , surat pengesahan nya di antar kurir pos ke alamat sendiri. agar tidak datang ke samsat lagi"
2024-04-06 00:08:13,0,"Saya juga ingin beri masukan saran dan permohonan, semoga tahun pembuatan kendaraan bisa muncul di sapawarga biar lebih jos, karna itu sangat membantu jika terlaksana ! Terimakasih semoga setelah lebaran nantu update ada perubahan taun pembuatan akan muncul"
2024-04-05 15:13:12,0,Bagus semuanya kalau bisa lebih di tingkatkan lagi dan untuk mengecek kendaraan dan harga jual kendaraan di cantumkan
2024-04-05 09:20:18,2,"Aplikasi pajak Sambara diganti, aplikasi yg kmrn sebenarnya cukup bagus dan sederhana. Mudah 2an aplikasi yang ini lebih bagus dan cepat loading nya. Mksh"
2024-04-05 07:18:52,1,Tidak memudahkan. Tetap aja ada kendala data tidak cocok. Padahal sambara yg dulu sudah oke.
2024-04-05 06:32:31,2,Ribet banget..semua di jawab mesin mau komplain direc susah... Tolong perbaiki min.. Mau bayar pajak kendaraan malah di bikin susah kayak gini.. Gak bayar pajak di denda.. Na'udzubillahimindzalik
2024-04-05 00:08:19,0,👍
2024-04-04 23:44:27,0,Bagus
2024-04-04 23:39:34,1,Kebanyakan aplikasi jadi ribet dioper sana dioper sini.. Dari e samsat harus ke sambara eh dioper lagi di sini pdhal cuma mau dpt kode bayar pajak doang
2024-04-04 17:46:39,17,jabar kebanyakan aplikasi...gonta ganti melulu..bikin pusing.... jadwal SAMSAT Keliling jadi tidak ada....jadwal di WEB kurang update... padahal pelayanan SAMSAT KELILING sangat membantu...ini malah bikin pusing tambah terus aplikasi... lebih bagus aplikasi SAMBARA yang lama... dan kemarin saat ramadhan 2024...petugas datangnya lelet....masa pukul 9:30 baru datang....petugasnya tidak profesional
2024-04-04 09:37:54,1,"No rangka dan mesin yang sebelumnya di sambara dicantumkan,disini tidak. Mohon di lengkapi lagi.."
2024-04-04 08:54:06,53,"Aplikasi sambara di satukan di sapawarga malah jadi sulit, terutama ketika saya ingin membayar pajak kendaraan, sebelumnya mudah syaa bayar pajak di aplikasi sambara, tetapi sekarang diubah harus lewat aplikasi ini malah server sering down dan muncul tulisan tidak ada koneksi internet, padahal dipakai buat internetan lancar aja,"
2024-04-04 08:52:38,0,"Bayar pajak via error trus , bayar via indomaret tidak langsung update pembayaran"
2024-04-04 05:26:06,10,"Bayar pajak kendaraan lain. Gak dapat E-SKKP. Gimana cara unduh nya. Waktu dulu pake aplikasi sambara dapat buktinya tinggal di cetak. Akhirnya dapat juga E-SKKP nya biarpun lambat. Bintang nya tambah dikit dulu aja, nanti kalau bisa semudah dulu tambahin lagi."
2024-04-04 05:07:20,0,Bagus banget sangat membantu
2024-04-04 03:17:39,0,Mantap. 👍👍👍👍
2024-04-04 03:11:28,0,"Bagus, jelas"
2024-04-04 02:54:27,0,Sapawarga sangat membantu utk warga yang perlu informasi mengenai banyak hal.
2024-04-04 02:41:21,0,Sapa Warga is the Best
2024-04-04 02:38:54,0,Bagus bangeut bs membantu masyarakat
2024-04-03 21:54:37,0,"Aplikasi ini sudah oke, hanya saja untk kegiatan ketua RW hny bs d like dan d komen oleh sesama ketua RW saja, warga biasa tidk bs like dan komen kgiatan RW trsebt, jd minimal nya wrga bys d khususkn untk bs like dan komen akun ketua rw masing²."
2024-04-03 21:32:30,1,"Bayar pajak menggunakan dengan Metode kode gak bisa terus dengan keterangan ""Kesalahan Request"" Tolong di FIX dong!"
2024-04-03 16:37:28,0,Aplikasi bAgus &yaman
2024-04-03 13:25:28,0,Bagusan sambara
2024-04-03 12:52:57,19,"Sudah bayar via Qris, sukses pembayaran sesuai nilai pajak. Tapi di aplikasi sukses dengan nominal 0. Bukti bayar pajak juga gak muncul di aplikasi dan di email. Namun cek pajak terkini di aplikasi pembayaran sudah masuk. Gimana ya untuk proses pencetakan kalo kasusnya seperti ini? Ada yg sepengalaman?"
2024-04-03 09:54:44,1,Lumayan cukup membantu tapi untuk pengecekan pajak kndaraan harus nya di sertai taun dan merek dari kendaran tersebut biar lebih jelas lagi info nya.trimakasih
2024-04-03 07:00:20,3,aplikasi aneh udah bayar pajak 1tahun tapi ga ada data nya malah ngeblank di riwayat pembayaran gimana mau cetak ke samsat nya coba ....
2024-04-02 21:49:11,0,"Pajak kendaraan sudah berhasil d transfer tp belum jg d Ksh e-SKKP ny, udh coba hubungi hotline ny jg, pdhl udh 1x24jm 🤦🏻‍♂️ mohon d bantu 🙏"
2024-04-02 17:25:23,1,Koq gw slalu ragu sama pelayanan dri pemerintah ya ???
2024-04-02 12:12:52,1,Gara2 pindah kesini saya jadi terlambat bayar pajak soalnuya kode bayarnya ga bisa di bayar mau di Indomaret/ di bank udah bolak balik tetep ga bisa... Mendingan yg dulu pas di sambara gada kendala kaya gini
2024-04-02 06:18:17,1,Rek menta reset kode acan ge kudu ka CS Chat.....Gusti nu agung meuni slow respon....iye teh rek mayar pajak.....aplikasi sama SDM CS bapenda kurang memuaskan.... tolong diperbaiki.
2024-04-02 05:32:19,1,Sya mau bayar knpa gangguan mulu yahh mohon d perbaiki dong
2024-04-02 05:14:16,1,Aplikasi Masih Lemot
2024-04-02 05:12:17,1,Lamaaa bangettt loading nya
2024-04-02 02:28:29,4,"Masa selalu ada tulisan ""tidak ada koneksi internet"". Saya sudah pakai wifi sm kuota, tetap saja tidak ada koneksi internet. Apk macam apa kaya gini. Balikin lagi aja ke sambara!!!"
2024-04-01 23:32:44,1,"Sedikit perbaikan,, Untuk pembayaran,ketika sudah dibayarkan oleh pemilik,sebaiknya lgsg proses acc,tanpa harus menunggu lagi,,,mohon untuk di perbaiki lagi yah,, Jd sistem nya autodebit bayar,lgsg proses selesai. Makasih"
2024-04-01 20:57:43,1,"Setiap mau buat akun, selalu ada tulisan Terdapat Kesalahan Request"
2024-04-01 20:57:33,1,tida ada koneksi terua padagal sudah pake wifi
2024-04-01 10:17:15,0,Ok
2024-04-01 05:01:47,0,sangat membantu
2024-04-01 04:51:23,1,"Aplikasinya bagus lengkap, cm untuk akses ke menu lain, harus login lagi, dan error/hang. Loadingnya lama bgt ga munculnya, mau klik loker hrs login lagi. Tolong Aksesnya di permudah. Kebetulan lagi nyari loker..."
2024-04-01 04:50:20,1,"Seperti biasa,aplikasi buatan pemerintah pasti lemot. Ini yg pada kuliah IT kemana si? Bisa bikin aplikasi gk si? Kuliah bertaun taun pada ngapain?"
2024-04-01 04:14:55,1,adain fitur bayar di aplikasi donk buat semua pembayaran soalnya klo di samsat kebanyakan pungli gedek bner sama pelayanan pemerintah
2024-04-01 03:16:34,0,"Bagus aplikasinya beberapa Dinas jadi terintergrasi, memudahkan untuk warga jawa barat dalam akses ke dinas tertentu tanpa harus datang ke kantornya 🙏"
2024-04-01 01:04:42,0,Lebih mudah mendapatkan data kepemilikan kendaraan dengan sambara yang terkoneksi
2024-03-31 15:12:43,0,min fitur cek plat nomor nya kok ilang ya di sambara padahal itu me membatu banget
2024-03-31 07:56:16,1,Kalau bayar pajak masih ribet buat apa bayar pajak .sambara kemaren dah ok kenapa di ganti mekanismenya .apakah karna pemasukan koropsinya berkurang..bayar harus punya nik kapan mau maju jabar wouyyyyyyy.
2024-03-31 04:34:29,1,TIDAK MUNCUL TAHUN PEMBUATAN KENDARAAN. LEBIH BAIK SAMBARA YANG DULU
2024-03-31 02:29:00,0,Sangat membantu.... Semoga lancar lancar az pas buka aplikasinya
2024-03-30 22:40:10,0,"Urang download apk iye gegara apk sambara eweh menu cek pajak kendaraan😅🫶, Hatur nuhun🫰👍"
2024-03-30 20:45:40,0,Sangat bagus aplikazinya
2024-03-30 16:07:01,0,Riweuh
2024-03-30 15:00:34,0,Kenapa ya ko eror terus pas mau login pake email
2024-03-30 12:05:12,2,"Beberapa hari ini saya akses aplikasi ini selalu gagal ketika tahap hendak bayar. Selalu muncul keterangan ""kesalahan request"". Baik untuk pembayaran dengan kode ataupun dengan qr. Mohon segera diperbaiki."
2024-03-30 09:30:56,0,bisa membantu
2024-03-30 07:30:31,1,"Informasi yang ditampilkan kurang lengkap, kenapa tidak ada d tampilkan tahun pembuatan kendaraan seperti di sambara"
2024-03-29 22:54:27,13,"Aplikasi ini bagus, cuman untuk cek pajak kendaraan bermotor lain tidak tercantum tahun pembuatan mobilnya, bisa saya usul ,di muncul kan kembali seperti aplikasi Sembara? Jadi tahun pembelian/pembuatan nya ada. Semoga usul saya di perhatikan, terima kasih."
2024-03-29 20:52:11,1,Lebih bgus aplikasi sambara versi lama Inpormasinya lengkap Tolong aplikasi sambara di perbarui lagi biar lebih lengkap
2024-03-29 19:18:28,0,Mantap
2024-03-29 14:05:27,0,Bagus
2024-03-29 11:26:34,0,mantap
2024-03-29 07:01:40,0,"Bagus sambara lama, masa ini ga ada info thn kendaraan"
2024-03-29 01:45:40,0,"Membantu, tetap tingkatkan yang terbaik buat penggemar. 🙏🏾👍🏽"
2024-03-29 00:28:14,0,"Tolong cantumkan bank lain seperti BCA, agar proses pembayaran lebih mudah"
2024-03-28 16:40:38,4,Sangat di sayang kan tidak seperti sambara bisa mengetahui tahun produksi kendaraan tersebut... sementara bintang 2 dulu.
2024-03-28 15:30:18,0,Konten bagus sambara
2024-03-28 15:00:43,0,Ok
2024-03-28 11:45:16,0,Bagus sekali aplikasi ini sangat membantu
2024-03-28 10:07:32,1,Tahun unit nosin noka nya pada gada
2024-03-28 09:48:48,5,"Memblokir kendaraan bermotor yang telah dilepas sangat mudah, tidak ribet, dalam waktu dan kesempatan yangsingkat, pokoknya mah efektif dan efesien."
2024-03-28 08:52:18,2,Aplikasi sialan. Makin ribet. Info tidak lengkap. Harap kembalikan ke versi lama. yg sambara
2024-03-28 08:39:03,0,Membantu bgt
2024-03-28 06:42:38,1,tahun pembiatan unit nya tidak tercantum
2024-03-28 06:12:49,0,Data akurat
2024-03-28 04:01:06,29,"2 star dulu, aplikasi lengkap cuma itu pas mau bayar pajak kendaraan, kode bayar muncul pas di bayar di ATM kode bayar tidak ada, trus mau edit/ganti cara bayar atau cancel pembayaran ga ada tombol atau menu, enakan waktu masih sambara simpel"
2024-03-28 03:39:47,0,Sangat memudahkan bisa tau info terkait ppdb sekolah anak
2024-03-28 03:39:07,0,Mempermudah dalam menyampaikan aduan serta mempermudah pembayaran pajak
2024-03-28 03:37:54,0,"Bayar pajak menjadi lebih mudah, dan tidak perlu antriiii"
2024-03-28 03:37:13,0,Aplikasi mantap
2024-03-28 03:36:06,0,Bayar pajak
2024-03-28 03:33:21,0,aplikasinya bagus buat pengaduan pengaduan warga
2024-03-28 03:31:10,0,Baik
2024-03-28 03:23:07,0,Aplikasi bagus dan lengkap
2024-03-28 03:19:36,0,Sungguh bagus dan sangat bermanfaat sekali..👍👍👍😊
2024-03-28 03:19:21,0,Memudahkan akses ke beberapa sistem
2024-03-28 03:13:35,0,Alhamdulillah bisa memproses pelepasan kepemilikan sepeda motor dengan mudah
2024-03-28 03:12:23,0,"Sangat lengkap bantu layanan masyarakat, cepat, mudah, murah"
2024-03-28 03:08:38,0,"Aplikasi sangat membantu, terutama mempermudah dalam pembayaran pajak kendaraan. Sukses selalu"
2024-03-28 03:07:44,0,Bagus banget untuk komunikasi dgn berbagai pihak
2024-03-28 03:06:34,0,Sangat membantu
2024-03-28 03:04:00,0,Bagus banget sangat membantu
2024-03-28 02:58:22,0,Bagus
2024-03-28 02:55:39,0,Sapawarga oke banget
2024-03-28 02:53:31,0,mengatasi masalah tanpa ribet
2024-03-28 02:53:00,0,Sapawarga oke
2024-03-28 02:51:52,0,Aduannya lengkap
2024-03-28 02:48:27,0,Mudah untuk melakukan pengaduan. Hotline terintegrasi bisa cepat membantu kita untuk pengaduan.
2024-03-28 02:46:44,0,Bagus bageet
2024-03-28 02:44:35,0,Masa orang Jabar ga download ini
2024-03-28 01:37:01,7,"Seperti pada umumnya aplikasi pelayanan masyarakat punya pemerintah selalu saja buruk, mau daftar aja susah. Sambara udh gkbs diharapkan, katanya pakai apk ini saja..sama saja, gkbs apa bikin apk sekelas spee tkpdia dll..ini anggarannya yg kurang atau dikurang2in, berlaku juga untuk apk lainnya milik kedinasan lainnya. Payah, kalo bisa dipersulit kenapa dipermudah..menyala! Uninstall!!"
2024-03-28 01:30:03,0,"aduh aing mah, kumaha ieu... rek mayar pajak, teu bisa kluar kode na... nggeus atauh, pisahkeun deui aplikasi sambara sorangan weeh..."
2024-03-28 01:26:01,4,"Tidak ada jaringan terus sudah otak Atik tetap tidak ada jaringan, aplikasi cacat belum siap dirilis udah dirilis"
2024-03-27 21:35:53,1,"Mendingan sambara versi lama,skrg mau masuk aja susah .."
2024-03-27 21:18:10,1,"Lemot sekali lama nunggu konektivitas, padahal internet lancar"
2024-03-27 17:32:59,1,Tidak bisa lihat nomor rangka dan nomor mesin Payah bgt ya
2024-03-27 14:13:46,0,"Bagus yg lama sambar, yg ini jelek banget gak komplit seperti sambar... Kacau ieu mah.."
2024-03-27 12:56:55,0,Oke
2024-03-27 11:31:18,0,Balikin lagi aplikasi SAMBARA 👹👹👹 GK GUNA APLIKASI SAPA WARGA INI RIBET
2024-03-27 10:34:00,0,Sulit bnyk aturannya
2024-03-27 09:54:30,0,OK
2024-03-27 09:00:13,0,Jadi lebih ribetttt
2024-03-27 08:21:26,0,Oke. Gampang di akses dan fitur nya banyak
2024-03-27 05:09:26,5,"Baru kemarin download sudah minta update, udah bagus pake sambara malah ganti, ntar ganti gubernur ganti app lagi, gimana Indonesia mau jadi negara maju, yg sudah baik malah dibikin ribet, ngabisin duit negara emang segampang itu ya, aneh"
2024-03-27 04:56:18,0,Maknyos
2024-03-27 04:53:38,0,Sangat membantu
2024-03-27 04:48:10,1,"Udah bener sistem, prosedur dan kemudahan akses di sambara kenapa jadi begini sekarang .. 2x saya gunakan aplikasi sambara itu sangat memudahkan .. ini malah aneh"
2024-03-27 04:42:52,0,Sangat bagus dan sangat membantu dalam proses bayar pajak
2024-03-27 04:25:32,0,"Apk sapawarga apk baru stelah apk SAMBARA, Apk sapawarga ini lbih mudah d gunakan dan detail dalam mengecek pajak kndraan dan terpisah dlm mengecek pajak kendaraan lain,klo mau ngecek kendaraan pribadi ga perlu mmasukn nomor plat krna sudah ada lngsung tampil kcuali mau ngecek kendaraan lain baru masukin nomor plat kndraan, Smoga kdpan ny apk sapawarga lbih baik LG dan tidak lelet LG dlm mngecek kndraan pribadi shingga bisa langsung lbih cpat ga perlu loading dulu sprti yg skrg ini"
2024-03-27 03:41:35,1,"kurang akurat,di sapa warga kepemilikan ke 1,nyatanya sudah blockir,sapa warga juga tidak sekomplit sambara untuk data kendaraannya (tahun kendaraan tidak ada)"
2024-03-27 03:36:42,0,Canggih ey
2024-03-27 03:28:39,1,"pas cek data kendaraan kurang lengkap,data tahun pembuatan tidak ada,mohon dilengkapi lagi."
2024-03-27 02:25:09,1,Aplikasinya kurang lengkap informasinya. Tolong di tambahin info keterangan tahun produksi mobilnya min
2024-03-27 01:50:17,0,aplikasi BU-MN emang gini semua ya? ah payah
2024-03-27 00:17:39,0,Ok
2024-03-27 00:13:14,0,"ribet asup na,, kawas syarat pinjol"
2024-03-26 22:13:07,1,Kok gada keluar THN pembuatan kendaraanya .tolong perbaiki
2024-03-26 22:10:46,0,Tolong ditambahkan tahun kendaraan pada aplikasi ini agar memudahkan
2024-03-26 21:27:37,0,👍
2024-03-26 18:08:11,10,"Aplikasi Sambara versi lama sudah bagus, kok dialihkan ke Sapawarga.. bukannya ada kemajuan malah kemunduran... Buat aplikasi² gak jelas untuk Faktor putar² duit kah ??"
2024-03-26 16:27:11,0,Mumtaz
2024-03-26 15:48:08,0,Ok
2024-03-26 15:19:37,0,sangat membantu dengan cepat
2024-03-26 13:33:48,0,Good
2024-03-26 12:05:06,0,Coba
2024-03-26 12:01:56,0,Ko saya download g bisa d install
2024-03-26 09:32:29,0,update mulu
2024-03-26 08:55:43,0,Di upgrade malah lemot
2024-03-26 07:54:51,0,Sangat membantu
2024-03-26 07:51:11,0,Tahun nya tidak dicantumkan itu saja
2024-03-26 07:48:14,0,Sangat membantu
2024-03-26 07:24:03,1,"Susah sekali untuk transaksi pembayaran kendaraan bermotor dgn bayar kode., sudah menghubungi hotline jabar tdk bisa memberi solusi."
2024-03-26 07:20:10,0,Oke
2024-03-26 06:55:52,0,Semoga bermanfaat
2024-03-26 06:40:30,1,"Sejauh ini Sudah Bagus Menurut Saya, Hanya Saja Untuk Pengecekan Pajak Kendaraan kurang Lengkap Menenai Data Kendaraanya Yaitu Tahun Kendaraan yang kita Cek Belum Terlihat, atau kita Tidak Mengetahui Tahun Berapa Kendaraan Yang kita Cek, Mudah-mudahan Kedepan Di Perbaiki Agar Lebih Baik Lagi, Terimakasih"
2024-03-26 06:37:58,0,Lebih lengkap d SAMBARA yg dulu....
2024-03-26 06:29:54,0,Mohon di perbarui untuk tahun pembuatan nya
2024-03-26 06:17:43,1,"bukannya mengalami kemajuan, malah jadi kemunduran, bagaimana aplikasi ini, mendingan Sambara yg versi lama"
2024-03-26 06:16:54,0,Belum bisa update
2024-03-26 06:12:32,0,"keterangan informasi kendaraan kurang lengkap, tidak seperti sambara"
2024-03-26 05:27:48,0,Bagus....sangat membantu warga
2024-03-26 05:22:35,0,kadang elor
2024-03-26 05:01:17,0,Ok
2024-03-26 04:50:00,1,"Aplikasi sampah bayak aplikasi kg bisa d gunakan, bkn fi permudahkan tapi d pesulit"
2024-03-26 04:42:11,8,"Sampurasun, Untuk nomor NPWP sudah bisa dimasukan, tapi pada saat meminta kode pembayaran selalu muncul tulisan ""kesalahan request"" Mohon untuk diperbaiki aplikasinya. Hatur nuhun"
2024-03-26 04:35:42,0,Dengan adanya aplikasi ini sekarang lebih mudah mengecek dan membayar pajak kendaraan bermotor terima kasih pak polisi
2024-03-26 04:33:12,0,Lebih bagus sambara
2024-03-26 04:19:46,0,Mudah penggunaannya simpel
2024-03-26 04:07:02,0,Sapawarga cepat sekali
2024-03-26 03:52:48,0,Menunya barangkali bisa ditambahkan. Misal untuk info adanya pemutihan pajak
2024-03-26 03:48:16,0,Aplikasi bagus..tapi kurang detail..tahun kendaraan di sini tdk ada dan tdk tertera..
2024-03-26 03:43:39,0,Mantaps
2024-03-26 03:16:48,5,"Memang di aplikasinya terdapat kekurangan, tapi ketika saya buat pengaduan itu langsung direspon dengan cepat dan dibantu oleh staff ybs. sehingga masalah teratasi. Terimakasih sudah memberikan pelayanan online ini sangat membantu dan memberikan kemudahan bagi kami warga jabar. Tingkatkan terus kualitas aplikasi dan pelayanannya ya🙏🏻"
2024-03-26 03:05:43,0,ok
2024-03-26 00:25:44,0,"Makin lemot aja aplikasinya. Mau bikin aduan infrastruktur sepanjang Jl Raya Narogong 70% hancur berlubang bergelombang, tidak ada penerangan jalan(tidak layak disebut jalan yg berstatus provinsi), perbaikan seadanya 2 minggu kemudian hilang sudah aspal yg diperbaiki, pengerjaan tidak sesuai SOP treatment aspal. Kacau orang lapangannya. Buruknya infrastruktur kabupaten Bogor salah satu daerah di negara berflower"
2024-03-25 23:38:23,1,Selalu eror tiap mau cek pajak kendaraan selalu muncu tidak ada koneksi internet padahal jaringan bagus
2024-03-25 16:37:40,0,Sangat membantu dalam ngecek kendaraan yang sudah bayar atau blom bayar pajak
2024-03-25 16:25:24,0,"Harus mya aplikasi di buat lebiih baik, bukan malah menyusahkan masyarat. Gini nih kalo buat nya asal jadi"
2024-03-25 09:12:23,1,Zonk.dah d instal malah pas d buka blank.
2024-03-25 07:22:52,1,Aplikasi error !!! Jaringan bagus tapi gabisa masuk !!!
2024-03-25 04:53:09,0,Aplikasi buang2 anggaran.
2024-03-25 03:32:31,0,Lemot
2024-03-25 03:06:16,1,Server error terus dari awal install aplikasi ini sampai sekarang
2024-03-24 22:00:08,3,"Untuk fitur sambara, informasi kendaraan tolong diperdetail lagi seperti tahun pembuatan, dll. Seperti sambara versi lama lebih lengkap. Nanti bintang saya tambah lagi"
2024-03-24 06:51:09,0,baca komenan aja udah kecewa gimanapas mau pake
2024-03-24 05:04:18,1,"bagus padahal ada aplikasi ini tapi sayang, sekarang udah kek aplikasi yg gaada pengembangnya. malah makin jelek. hotline WA cuman bot & fitur aduan masyarakat gapernah direspon samsek. Kalo pemerintah jabar ganiat ngembangin ni aplikasi, udah bubarin aja. keur naon ngajieun program nu butut."
2024-03-24 02:47:35,0,Sepertinya lebih mudah sambara ya
2024-03-23 23:48:42,1,Mau cek pajak aja susah utk daftar akun. Pake apk sblm nya malah di hps. Bikin ribet doang
2024-03-23 16:02:45,0,siap mantap👍
2024-03-23 14:49:56,0,Kalau bikin apk itu hrs lbh baik dari yg sblm nya..bkn mlah lbh JELEK
2024-03-23 10:41:07,2,Kurang lengkap. Tidak seperti sambara versi lama detail tahun pembuatan kendaraanya ada
2024-03-22 22:48:54,0,Gak bisa cek PKB tahun kendaraan nya.
2024-03-22 22:43:29,2,"Aplikasi sapawarga sudah bagus, infomatif dan berguna.. saran untuk bagian cek pajak kendaraan, mohon ditambahkan keterangan TAHUN KENDARAAN."
2024-03-22 21:35:49,0,saeaan amplikasi Sambaran kapungkurr upami ayenamh ribet t kawas anu Sambara anu k pungkur
2024-03-22 16:40:30,3,Susah ini aplikasi selalu tidak terkoneksi dngn internet dlm keadaan kuota banyak. Enak sambara versi lama gk ribet mo byr pajak
2024-03-22 11:04:32,0,"Bukannya aplikasi yg lama dikembangin, malah bikin aplikasi lagi, proyek teruuuussss, tambah bunciiitttt....."
2024-03-22 07:32:14,1,Kurang detail gak ada tahun kendaraan dan mnimal no rangka dan mesin mskpun stngah masih bagus sambara di lengkapin lagi ya
2024-03-22 02:37:15,3,"aplikasi robot...banyak komen negatif yg tidak di perbaiki,,diduga di persulit supaya datang ke kantor untuk dibantu prosesnya...coba dapetin kode bayar nya saja susah,,apakah harus bayar buat dapatin kode bayar?"
2024-03-22 01:21:00,0,Untuk penggantian kode bayar kenapa tidak bisa
2024-03-21 09:17:22,1,Makin ribet aja mau bayar pajak...kalo begini caranya..hadeuhh Lebh mudah Versi lama...pemda Jabar gimna kerja nya mau cek pajak aja sulit...ini lah itu lahh.. ....sempak emg
